user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
5658,web,informative,iOS,10,Fri,0.38,57,8,new,0
5659,web,promo,iOS,7,Sun,0.85,66,27,active,1
5660,web,reminder,Android,13,Wed,0.89,19,20,inactive,1
5661,web,promo,iOS,7,Sun,1.0,2,18,new,1
5662,app,reminder,iOS,13,Sun,0.94,75,0,new,1
5663,web,promo,Android,22,Tue,0.67,33,27,active,1
5664,web,reminder,Android,6,Tue,0.43,73,1,new,0
5665,app,promo,Android,20,Tue,0.06,59,19,active,0
5666,app,reminder,Android,17,Sun,0.61,89,3,active,1
5667,web,reminder,Android,11,Tue,0.21,6,15,new,0
5668,app,informative,Android,13,Wed,0.85,11,20,inactive,1
5669,app,promo,Android,14,Sun,0.55,27,24,new,0
5670,web,informative,iOS,17,Sun,0.73,72,29,inactive,0
5671,web,promo,Android,11,Mon,0.67,45,11,active,1
5672,app,informative,iOS,9,Tue,0.35,31,1,active,1
5673,web,reminder,Android,11,Thu,0.76,91,14,new,0
5674,web,informative,Android,7,Tue,0.84,63,17,new,0
5675,app,informative,iOS,5,Mon,0.74,44,15,new,0
5676,web,reminder,Android,23,Mon,0.78,41,20,active,1
5677,web,informative,Android,18,Fri,0.36,47,11,new,0
5678,web,reminder,Android,0,Fri,0.94,69,17,inactive,1
5679,web,promo,Android,12,Sun,0.42,79,13,inactive,0
5680,web,informative,Android,21,Tue,0.9,2,25,active,1
5681,app,reminder,Android,15,Tue,0.86,15,20,active,1
5682,app,reminder,Android,17,Sat,0.12,95,11,new,0
5683,web,informative,iOS,11,Sun,0.97,20,4,new,1
5684,app,promo,Android,4,Sat,1.0,3,22,inactive,1
5685,web,informative,iOS,20,Fri,0.61,39,3,inactive,1
5686,web,reminder,iOS,12,Tue,0.78,74,17,active,1
5687,web,promo,iOS,7,Sat,0.93,90,23,new,1
5688,web,informative,iOS,5,Thu,0.02,10,29,new,0
5689,web,reminder,iOS,2,Wed,0.93,40,16,new,1
5690,app,informative,iOS,19,Fri,0.63,13,15,new,0
5691,app,promo,iOS,3,Fri,0.83,85,9,inactive,1
5692,web,promo,Android,11,Mon,0.54,98,16,new,0
5693,app,promo,Android,12,Tue,0.53,44,11,inactive,0
5694,web,promo,Android,1,Fri,0.9,32,11,active,1
5695,app,promo,iOS,18,Fri,0.51,73,26,new,0
5696,web,informative,Android,3,Sat,0.47,30,27,inactive,0
5697,app,promo,iOS,22,Thu,0.61,1,22,inactive,0
5698,web,promo,iOS,12,Sun,0.52,53,3,inactive,1
5699,web,reminder,Android,18,Tue,0.45,76,2,new,0
5700,app,promo,iOS,7,Wed,0.18,44,0,inactive,0
5701,app,reminder,iOS,7,Thu,0.4,35,11,inactive,0
5702,web,reminder,Android,15,Wed,0.28,88,28,active,0
5703,app,reminder,iOS,10,Mon,0.4,40,7,new,0
5704,web,informative,Android,17,Fri,0.59,45,7,inactive,1
5705,app,informative,iOS,3,Sat,0.61,60,11,inactive,0
5706,app,reminder,iOS,23,Thu,0.24,63,3,new,0
5707,web,informative,Android,0,Wed,0.08,10,15,new,0
5708,app,promo,Android,0,Tue,0.74,47,1,inactive,1
5709,app,informative,Android,13,Mon,0.53,24,3,new,1
5710,web,promo,iOS,3,Sun,0.44,57,22,new,0
5711,app,promo,iOS,10,Mon,0.13,18,3,new,0
5712,web,informative,Android,17,Fri,0.41,57,28,new,0
5713,web,informative,Android,15,Fri,0.82,72,10,new,0
5714,web,reminder,Android,16,Wed,0.58,46,26,inactive,0
5715,web,informative,iOS,23,Wed,0.09,43,2,inactive,0
5716,web,informative,iOS,1,Mon,0.33,77,9,active,1
5717,app,informative,Android,3,Wed,0.98,16,11,active,1
5718,web,promo,Android,2,Fri,0.54,14,16,new,0
5719,web,promo,Android,14,Mon,0.29,9,8,new,0
5720,app,promo,iOS,1,Mon,0.91,73,20,inactive,1
5721,app,reminder,Android,23,Sun,0.34,69,1,active,0
5722,app,reminder,Android,18,Tue,0.73,61,21,new,0
5723,web,reminder,Android,8,Tue,0.15,11,17,new,0
5724,web,promo,iOS,9,Wed,0.16,19,11,active,0
5725,web,informative,iOS,20,Wed,0.56,64,5,active,1
5726,app,reminder,Android,18,Fri,0.24,38,24,new,0
5727,web,reminder,iOS,4,Fri,0.05,10,17,active,0
5728,app,promo,Android,13,Tue,0.93,16,12,active,1
5729,web,reminder,Android,9,Mon,0.06,93,14,active,0
5730,app,informative,Android,15,Thu,0.72,69,0,inactive,1
5731,web,promo,Android,5,Sat,0.33,82,22,new,0
5732,web,promo,iOS,7,Sat,0.93,42,7,active,1
5733,web,informative,Android,1,Sun,0.99,44,17,active,1
5734,app,informative,Android,17,Thu,0.34,53,19,new,0
5735,app,informative,iOS,20,Sun,0.59,35,23,inactive,0
5736,web,reminder,Android,20,Wed,0.77,36,11,new,0
5737,web,informative,iOS,20,Sat,0.12,22,29,active,0
5738,web,promo,Android,19,Sun,0.71,24,19,active,1
5739,app,informative,Android,7,Sat,0.91,76,11,new,1
5740,web,promo,Android,4,Thu,0.18,12,24,inactive,0
5741,web,promo,Android,16,Sun,0.84,35,0,new,1
5742,web,reminder,iOS,15,Thu,0.12,50,9,new,0
5743,web,informative,Android,4,Tue,0.57,83,28,new,0
5744,app,reminder,iOS,16,Mon,0.34,78,22,inactive,0
5745,app,informative,iOS,3,Fri,0.47,87,18,new,0
5746,web,informative,iOS,0,Tue,0.3,40,26,new,0
5747,web,informative,Android,21,Sat,0.26,22,27,new,0
5748,app,informative,iOS,5,Fri,0.74,47,25,active,1
5749,app,informative,iOS,0,Tue,0.22,75,26,inactive,0
5750,web,promo,iOS,23,Tue,0.41,66,26,active,0
5751,app,promo,Android,3,Thu,0.27,10,18,active,0
5752,app,informative,Android,1,Fri,0.24,43,10,new,0
5753,web,promo,iOS,12,Tue,0.63,69,22,active,0
5754,app,reminder,iOS,13,Thu,0.05,94,21,new,0
5755,app,reminder,Android,16,Wed,0.79,85,2,new,1
5756,web,reminder,iOS,10,Fri,0.55,97,29,new,0
5757,web,informative,iOS,2,Sun,0.83,25,13,active,1
5758,app,informative,iOS,6,Tue,0.21,47,17,inactive,0
5759,web,promo,Android,9,Sat,0.71,7,26,new,0
5760,app,promo,iOS,10,Wed,0.42,28,26,inactive,0
5761,web,promo,iOS,9,Thu,0.08,80,5,inactive,0
5762,app,reminder,Android,7,Tue,0.75,45,25,active,1
5763,web,reminder,iOS,4,Sat,0.76,67,22,new,0
5764,app,reminder,Android,22,Thu,0.27,83,8,active,0
5765,app,reminder,Android,1,Thu,0.92,12,24,inactive,1
5766,app,promo,Android,14,Sun,0.76,83,8,inactive,1
5767,web,informative,iOS,15,Sat,0.31,11,26,inactive,0
5768,web,informative,iOS,3,Thu,0.24,3,25,new,0
5769,app,reminder,iOS,21,Fri,0.44,61,16,new,0
5770,app,informative,iOS,15,Sun,0.29,66,3,active,0
5771,web,informative,iOS,11,Wed,0.22,56,3,inactive,0
5772,web,informative,iOS,13,Sun,0.4,26,25,new,0
5773,web,reminder,iOS,11,Wed,0.03,86,23,inactive,0
5774,web,promo,iOS,20,Mon,0.4,81,18,new,0
5775,web,promo,Android,15,Sun,0.22,34,15,active,0
5776,web,informative,iOS,15,Sun,0.26,55,29,inactive,0
5777,app,promo,iOS,21,Tue,0.08,79,16,new,0
5778,web,promo,Android,11,Sun,0.59,76,2,active,1
5779,app,reminder,iOS,1,Thu,0.47,16,21,active,0
5780,web,reminder,Android,22,Tue,0.75,80,6,new,1
5781,web,informative,iOS,23,Wed,0.99,39,24,active,1
5782,app,informative,iOS,13,Wed,0.12,6,4,new,0
5783,app,informative,Android,10,Thu,0.27,72,20,inactive,0
5784,web,reminder,Android,8,Fri,0.68,52,2,active,1
5785,app,promo,iOS,21,Sat,0.24,25,11,inactive,0
5786,app,reminder,Android,6,Thu,0.03,56,18,new,0
5787,app,reminder,iOS,11,Thu,0.11,83,8,inactive,0
5788,app,promo,iOS,16,Mon,0.43,19,2,active,1
5789,web,promo,iOS,8,Sat,0.43,76,2,active,1
5790,app,informative,iOS,5,Sun,0.97,73,15,active,1
5791,web,promo,iOS,11,Fri,0.47,93,24,active,0
5792,web,promo,iOS,19,Tue,0.68,27,19,new,0
5793,web,promo,Android,9,Sat,0.49,5,12,inactive,0
5794,web,promo,Android,8,Fri,0.27,26,5,new,0
5795,app,informative,Android,11,Thu,0.11,30,0,active,0
5796,app,informative,iOS,0,Thu,0.86,78,10,inactive,0
5797,web,promo,Android,1,Thu,0.15,97,17,active,0
5798,web,promo,iOS,18,Thu,0.1,35,26,inactive,0
5799,web,informative,Android,0,Thu,0.21,75,29,inactive,0
5800,web,informative,iOS,15,Sat,0.0,53,2,active,0
5801,app,promo,iOS,15,Sun,0.07,68,17,new,0
5802,web,reminder,iOS,17,Sat,0.64,33,29,active,1
5803,app,informative,iOS,17,Sun,0.24,70,10,inactive,0
5804,web,informative,iOS,22,Sat,0.34,28,25,new,0
5805,web,informative,Android,12,Fri,0.84,74,14,new,1
5806,web,promo,iOS,21,Thu,0.77,36,2,new,1
5807,web,promo,Android,11,Wed,0.49,49,11,new,0
5808,app,informative,iOS,8,Sat,0.61,90,29,inactive,0
5809,app,promo,iOS,4,Wed,0.09,94,20,inactive,0
5810,app,promo,iOS,8,Mon,0.76,86,11,active,1
5811,web,informative,Android,12,Tue,0.52,53,16,inactive,0
5812,web,promo,iOS,15,Sat,0.57,69,0,active,1
5813,app,reminder,Android,9,Wed,0.67,2,10,inactive,0
5814,app,promo,iOS,15,Mon,0.5,97,22,active,0
5815,web,promo,Android,13,Fri,0.52,80,24,new,0
5816,web,informative,Android,1,Tue,0.5,71,14,new,0
5817,app,informative,Android,18,Sun,0.5,64,8,inactive,0
5818,web,reminder,iOS,10,Thu,0.75,21,6,new,1
5819,web,promo,iOS,18,Sat,0.43,35,10,active,0
5820,app,reminder,Android,10,Sat,0.0,46,26,active,0
5821,web,reminder,iOS,13,Thu,0.61,86,28,new,0
5822,app,informative,iOS,14,Sun,0.95,48,17,new,1
5823,web,promo,iOS,6,Fri,0.26,22,26,new,0
5824,app,informative,Android,14,Tue,0.82,6,22,inactive,0
5825,web,reminder,Android,23,Sat,0.46,33,28,active,0
5826,app,reminder,iOS,22,Wed,0.64,39,27,inactive,0
5827,app,informative,Android,7,Sun,0.89,43,24,inactive,1
5828,app,informative,iOS,3,Tue,0.77,25,6,active,1
5829,app,informative,iOS,17,Mon,0.88,18,17,active,1
5830,web,informative,Android,13,Sun,0.01,41,14,active,0
5831,web,informative,Android,20,Sat,0.19,35,15,inactive,0
5832,app,reminder,iOS,17,Fri,0.42,24,14,active,0
5833,web,informative,iOS,3,Sun,0.85,55,22,new,1
5834,web,promo,iOS,1,Wed,0.84,40,29,active,1
5835,web,reminder,Android,20,Tue,0.19,87,3,inactive,0
5836,web,reminder,Android,5,Sun,0.14,97,23,new,0
5837,web,promo,iOS,10,Tue,0.83,29,2,new,1
5838,app,promo,iOS,0,Wed,0.54,10,27,inactive,0
5839,app,reminder,Android,14,Mon,0.63,79,13,inactive,0
5840,app,informative,iOS,11,Mon,0.81,10,20,active,1
5841,app,reminder,Android,23,Sun,0.21,90,2,new,0
5842,web,reminder,Android,17,Tue,0.14,64,22,active,0
5843,web,promo,iOS,4,Thu,0.86,29,15,new,1
5844,app,reminder,iOS,10,Wed,0.11,98,14,inactive,0
5845,web,informative,Android,23,Sat,0.09,18,18,new,0
5846,web,promo,iOS,20,Sun,0.28,2,9,new,0
5847,app,reminder,Android,18,Mon,0.32,25,20,new,0
5848,web,reminder,Android,21,Sat,0.24,85,16,active,0
5849,app,informative,Android,0,Mon,0.74,51,3,new,1
5850,app,reminder,iOS,16,Mon,0.97,95,21,active,1
5851,web,reminder,iOS,7,Fri,0.2,22,17,new,0
5852,web,reminder,iOS,22,Sun,0.78,9,21,active,1
5853,app,reminder,Android,15,Sat,0.04,91,9,active,0
5854,app,informative,Android,10,Thu,0.12,89,22,new,0
5855,web,reminder,Android,18,Mon,0.52,89,15,inactive,0
5856,app,reminder,Android,23,Thu,1.0,91,23,inactive,1
5857,app,reminder,iOS,10,Tue,0.95,74,2,new,1
5858,app,promo,iOS,14,Tue,0.11,94,11,new,0
5859,web,informative,iOS,7,Fri,0.24,4,25,inactive,0
5860,app,promo,Android,13,Thu,0.95,21,26,active,1
5861,web,promo,Android,0,Wed,0.15,30,18,inactive,0
5862,app,informative,iOS,9,Fri,0.74,33,20,inactive,0
5863,web,promo,Android,6,Mon,0.0,43,2,inactive,0
5864,app,promo,iOS,17,Tue,0.63,90,8,active,1
5865,web,promo,Android,11,Sun,0.49,2,6,inactive,0
5866,web,informative,Android,1,Tue,0.47,87,15,new,0
5867,web,reminder,Android,17,Wed,0.83,31,20,new,1
5868,app,informative,Android,20,Fri,0.08,4,20,active,0
5869,app,informative,Android,6,Thu,0.38,47,0,new,0
5870,app,informative,iOS,19,Sun,0.45,84,24,active,0
5871,web,promo,iOS,11,Tue,0.12,89,29,inactive,0
5872,app,reminder,iOS,19,Mon,0.09,45,14,inactive,0
5873,web,informative,Android,13,Wed,0.18,65,1,new,0
5874,app,informative,iOS,9,Wed,0.24,66,15,new,0
5875,web,reminder,iOS,8,Sat,0.97,6,6,inactive,1
5876,web,reminder,Android,22,Wed,0.48,7,13,inactive,0
5877,web,reminder,Android,14,Mon,0.51,51,22,new,0
5878,app,promo,iOS,19,Wed,0.71,68,1,active,1
5879,app,reminder,iOS,23,Thu,0.68,18,23,active,0
5880,app,promo,iOS,9,Sat,0.5,41,29,active,0
5881,web,informative,iOS,18,Thu,0.34,69,23,new,0
5882,web,promo,iOS,18,Sun,0.33,25,24,active,0
5883,app,reminder,Android,11,Fri,0.06,56,17,active,0
5884,app,promo,iOS,22,Fri,0.9,1,0,inactive,1
5885,app,reminder,iOS,11,Sun,0.77,98,15,inactive,0
5886,web,promo,iOS,8,Sun,0.62,55,8,inactive,1
5887,web,informative,iOS,19,Thu,0.4,3,29,inactive,0
5888,web,promo,iOS,3,Mon,0.58,54,2,inactive,1
5889,web,informative,iOS,0,Sat,0.49,81,25,new,0
5890,web,reminder,Android,15,Fri,0.27,32,12,active,0
5891,app,informative,Android,0,Wed,0.3,88,28,active,0
5892,web,reminder,Android,12,Sun,0.87,2,1,new,1
5893,web,reminder,iOS,2,Thu,0.63,65,25,active,0
5894,web,informative,iOS,11,Tue,0.0,98,17,active,0
5895,web,informative,Android,22,Mon,0.33,8,1,active,1
5896,web,promo,iOS,8,Mon,0.34,58,7,inactive,0
5897,app,promo,iOS,3,Thu,0.71,53,2,inactive,1
5898,web,informative,iOS,1,Tue,0.7,44,16,new,0
5899,web,informative,Android,21,Mon,0.46,73,23,inactive,0
5900,web,informative,Android,21,Sat,0.95,28,1,active,1
5901,app,informative,Android,8,Fri,0.87,19,5,new,1
5902,app,reminder,iOS,19,Sat,0.87,56,7,active,1
5903,app,informative,Android,23,Tue,0.35,20,25,active,0
5904,web,informative,Android,12,Sat,0.43,71,24,new,0
5905,app,informative,Android,13,Wed,0.42,56,16,active,0
5906,web,informative,iOS,2,Sun,0.44,35,24,new,0
5907,web,reminder,Android,17,Sun,0.89,19,23,new,1
5908,app,promo,Android,8,Fri,0.25,81,5,active,0
5909,web,promo,iOS,14,Tue,0.8,63,11,active,1
5910,web,promo,Android,21,Thu,0.51,82,20,active,0
5911,web,promo,iOS,23,Mon,0.25,7,15,active,0
5912,app,promo,iOS,9,Fri,0.53,27,5,new,0
5913,web,reminder,Android,16,Thu,0.2,39,1,inactive,0
5914,web,promo,Android,12,Tue,0.11,30,26,active,0
5915,app,reminder,Android,0,Wed,0.84,23,2,new,1
5916,web,reminder,iOS,10,Mon,0.7,84,8,inactive,1
5917,web,promo,Android,4,Mon,0.2,23,18,new,0
5918,app,promo,Android,8,Fri,0.94,90,28,inactive,1
5919,web,promo,Android,6,Thu,0.02,47,9,inactive,0
5920,web,informative,iOS,6,Sun,0.33,78,22,inactive,0
5921,web,reminder,iOS,1,Tue,0.02,48,26,active,0
5922,web,promo,iOS,18,Tue,0.14,95,28,inactive,0
5923,web,informative,Android,19,Thu,0.18,91,12,inactive,0
5924,app,reminder,Android,17,Mon,0.81,63,19,new,1
5925,app,informative,iOS,9,Thu,0.99,9,27,active,1
5926,app,informative,Android,4,Sat,0.87,23,26,new,1
5927,app,promo,Android,15,Sun,0.64,63,12,active,1
5928,web,reminder,iOS,22,Tue,0.72,74,24,active,0
5929,web,informative,iOS,4,Thu,0.52,47,27,active,0
5930,web,reminder,iOS,14,Mon,0.42,87,28,inactive,0
5931,web,promo,Android,21,Fri,0.69,74,19,active,0
5932,web,reminder,Android,15,Sat,0.97,66,25,active,1
5933,app,informative,Android,3,Mon,0.03,37,14,active,0
5934,app,informative,iOS,13,Wed,0.31,38,12,active,0
5935,web,reminder,iOS,23,Wed,0.33,1,12,new,0
5936,web,informative,Android,16,Thu,0.41,48,29,inactive,0
5937,web,informative,iOS,16,Sun,0.63,82,25,active,0
5938,app,informative,iOS,20,Sun,0.51,35,5,inactive,1
5939,web,promo,Android,15,Mon,0.02,71,27,inactive,0
5940,web,promo,iOS,8,Mon,0.41,86,17,active,0
5941,web,informative,Android,1,Tue,0.62,53,6,active,1
5942,app,reminder,iOS,10,Fri,0.5,25,2,inactive,0
5943,web,promo,Android,14,Sat,0.87,42,0,inactive,1
5944,app,reminder,iOS,2,Mon,0.4,23,11,new,0
5945,app,informative,Android,23,Sat,0.01,9,22,inactive,0
5946,app,informative,iOS,15,Thu,0.28,27,4,active,0
5947,app,reminder,iOS,20,Tue,0.14,75,10,inactive,0
5948,app,promo,iOS,18,Sun,0.25,51,11,active,0
5949,app,reminder,iOS,21,Sat,0.36,91,22,new,0
5950,web,reminder,iOS,5,Sat,0.68,92,15,active,1
5951,web,informative,Android,13,Sat,0.32,57,0,active,1
5952,web,promo,Android,4,Sat,0.88,82,20,inactive,1
5953,app,reminder,Android,4,Sat,0.3,36,17,inactive,0
5954,web,promo,iOS,5,Sun,0.14,34,0,active,0
5955,app,informative,Android,17,Tue,0.17,13,21,new,0
5956,app,promo,iOS,21,Thu,0.93,55,27,active,1
5957,app,informative,iOS,17,Sat,0.45,46,4,active,1
5958,web,promo,Android,18,Sat,0.4,52,3,active,1
5959,app,reminder,Android,1,Thu,0.07,94,0,active,0
5960,app,informative,iOS,16,Mon,0.73,28,14,new,0
5961,web,reminder,iOS,0,Mon,0.69,86,4,active,1
5962,web,informative,Android,8,Sun,0.38,88,6,active,1
5963,app,promo,Android,12,Tue,0.69,30,16,active,0
5964,app,promo,iOS,3,Tue,0.37,45,19,inactive,0
5965,web,informative,iOS,4,Fri,0.07,38,5,inactive,0
5966,web,informative,Android,22,Tue,0.74,20,12,new,0
5967,web,informative,iOS,17,Sun,0.97,70,23,new,1
5968,app,promo,iOS,9,Thu,0.65,97,22,active,1
5969,web,informative,Android,3,Sat,0.28,47,14,new,0
5970,web,informative,Android,12,Thu,0.27,59,6,active,0
5971,web,reminder,iOS,12,Sun,0.93,79,23,new,1
5972,app,informative,iOS,16,Fri,0.3,79,28,inactive,0
5973,web,reminder,Android,7,Wed,0.77,96,6,active,1
5974,web,reminder,iOS,3,Sun,0.64,14,12,active,0
5975,web,reminder,Android,22,Sun,0.59,42,3,inactive,1
5976,web,promo,iOS,2,Wed,0.18,61,26,new,0
5977,web,reminder,Android,10,Thu,0.03,59,21,active,0
5978,app,informative,iOS,11,Wed,0.49,8,27,inactive,0
5979,app,promo,iOS,8,Sun,0.99,57,17,new,1
5980,app,promo,iOS,14,Sun,0.2,22,7,new,0
5981,web,promo,Android,12,Wed,0.54,84,18,new,0
5982,app,promo,Android,4,Sun,0.67,88,15,active,0
5983,app,promo,Android,4,Fri,0.48,21,19,inactive,0
5984,app,promo,iOS,18,Sun,0.51,28,17,active,0
5985,web,promo,iOS,10,Sun,0.66,49,15,new,0
5986,web,reminder,Android,8,Sat,0.81,23,15,active,1
5987,app,informative,Android,2,Tue,0.33,88,24,new,0
5988,app,informative,iOS,17,Tue,0.9,54,1,new,1
5989,web,reminder,iOS,12,Wed,0.48,23,13,inactive,0
5990,web,reminder,iOS,11,Mon,0.66,68,28,active,1
5991,app,promo,iOS,8,Fri,0.11,46,21,inactive,0
5992,web,promo,Android,9,Sat,0.49,68,18,active,0
5993,app,reminder,Android,12,Sat,0.02,94,27,active,0
5994,web,promo,iOS,19,Wed,0.39,28,15,active,0
5995,app,informative,iOS,19,Mon,0.05,95,21,new,0
5996,app,informative,iOS,12,Mon,0.9,97,3,inactive,1
5997,web,promo,Android,21,Sat,0.67,50,12,inactive,0
5998,app,promo,Android,8,Fri,0.79,83,7,inactive,1
5999,app,promo,iOS,23,Tue,0.47,63,2,new,0
6000,app,informative,iOS,9,Sat,0.85,10,23,active,1
6001,web,promo,iOS,18,Sun,0.87,89,2,active,1
6002,web,reminder,iOS,5,Sat,0.36,37,29,new,0
6003,web,promo,iOS,6,Sun,0.38,13,4,active,1
6004,app,reminder,iOS,14,Thu,0.51,70,10,active,0
6005,web,promo,Android,21,Mon,0.04,30,12,inactive,0
6006,app,promo,Android,18,Thu,1.0,87,1,new,1
6007,app,informative,Android,13,Thu,0.36,80,5,active,1
6008,web,reminder,iOS,15,Fri,0.47,72,6,new,0
6009,web,reminder,iOS,13,Sat,0.75,80,23,new,0
6010,app,reminder,iOS,19,Tue,0.3,11,28,active,0
6011,app,informative,Android,1,Sun,0.2,1,3,active,0
6012,web,reminder,iOS,8,Sun,0.13,86,8,new,0
6013,web,informative,Android,2,Fri,0.53,18,17,new,0
6014,web,promo,iOS,5,Mon,0.01,11,29,active,0
6015,app,promo,iOS,4,Tue,0.71,84,13,inactive,0
6016,app,reminder,iOS,13,Sat,0.46,10,23,active,0
6017,app,promo,Android,14,Wed,0.53,48,5,new,1
6018,app,promo,Android,17,Tue,0.26,61,19,new,0
6019,app,reminder,Android,16,Sun,0.18,10,1,active,0
6020,web,promo,iOS,8,Fri,0.7,60,3,active,1
6021,web,reminder,Android,18,Fri,0.21,22,14,new,0
6022,app,reminder,iOS,22,Thu,0.78,75,2,new,1
6023,app,promo,iOS,8,Sat,0.2,99,28,new,0
6024,web,promo,Android,15,Wed,0.61,9,3,inactive,1
6025,web,promo,Android,5,Sat,0.64,15,3,inactive,1
6026,web,promo,iOS,7,Tue,0.51,83,14,new,0
6027,web,promo,iOS,2,Wed,1.0,37,10,new,1
6028,app,informative,iOS,21,Sat,0.38,70,22,active,0
6029,web,promo,iOS,4,Thu,0.88,44,16,new,1
6030,app,informative,Android,6,Wed,0.17,69,14,inactive,0
6031,web,reminder,Android,22,Wed,0.34,3,24,new,0
6032,web,promo,Android,0,Tue,0.15,10,20,inactive,0
6033,web,promo,iOS,21,Wed,0.6,77,2,active,1
6034,app,promo,iOS,20,Thu,0.64,4,22,inactive,0
6035,app,reminder,iOS,3,Mon,0.45,56,22,active,0
6036,web,informative,Android,15,Mon,0.72,40,23,inactive,0
6037,app,informative,iOS,13,Fri,0.87,33,9,inactive,1
6038,app,promo,iOS,0,Mon,0.78,98,3,inactive,1
6039,web,promo,Android,3,Tue,0.24,33,12,inactive,0
6040,web,promo,Android,9,Fri,0.32,60,24,inactive,0
6041,app,promo,iOS,10,Mon,0.38,21,1,active,1
6042,app,reminder,Android,6,Mon,0.2,69,5,new,0
6043,app,promo,iOS,3,Fri,0.36,45,18,active,0
6044,web,reminder,Android,0,Tue,0.24,57,23,new,0
6045,web,promo,iOS,0,Fri,1.0,77,7,active,1
6046,app,informative,Android,16,Sun,0.78,40,5,inactive,1
6047,web,informative,Android,9,Sun,0.86,81,19,new,0
6048,web,promo,Android,4,Tue,0.92,64,13,new,1
6049,app,promo,Android,6,Tue,0.67,10,7,active,1
6050,app,reminder,iOS,7,Sat,0.18,74,5,new,0
6051,web,promo,iOS,1,Thu,0.76,66,11,inactive,0
6052,web,promo,Android,8,Mon,0.02,85,8,new,0
6053,app,promo,iOS,3,Sat,0.11,65,29,active,0
6054,web,informative,Android,11,Mon,0.03,30,6,new,0
6055,web,reminder,Android,10,Sat,0.14,82,24,active,0
6056,app,informative,iOS,4,Wed,0.75,35,12,inactive,0
6057,app,reminder,iOS,11,Sun,0.89,53,29,active,1
6058,web,informative,iOS,20,Fri,0.28,39,15,active,0
6059,web,promo,iOS,3,Sat,0.12,22,7,new,0
6060,web,informative,iOS,12,Sun,0.27,67,13,active,0
6061,app,informative,iOS,21,Thu,0.65,70,15,active,0
6062,web,reminder,iOS,0,Mon,0.35,80,19,active,0
6063,web,reminder,Android,17,Wed,0.96,67,27,active,1
6064,app,informative,iOS,3,Thu,0.13,75,5,active,0
6065,app,reminder,Android,3,Tue,0.99,17,29,active,1
6066,web,reminder,iOS,7,Mon,0.01,19,22,new,0
6067,app,reminder,iOS,19,Sun,0.45,60,3,new,0
6068,app,reminder,Android,5,Sat,0.25,72,3,active,0
6069,web,reminder,Android,3,Fri,0.57,78,25,active,0
6070,app,informative,Android,3,Thu,0.1,90,2,active,0
6071,app,reminder,Android,10,Sun,0.88,89,9,inactive,1
6072,web,promo,iOS,8,Wed,0.14,51,5,active,0
6073,app,informative,iOS,13,Fri,0.59,48,26,new,0
6074,web,informative,Android,3,Tue,0.03,57,17,new,0
6075,web,informative,Android,12,Fri,0.31,10,12,active,0
6076,app,reminder,iOS,5,Sun,0.15,32,10,new,0
6077,app,promo,iOS,12,Sun,0.98,79,3,new,1
6078,app,reminder,Android,2,Wed,0.01,68,7,inactive,0
6079,web,informative,iOS,22,Tue,0.35,28,2,active,0
6080,app,informative,iOS,6,Wed,0.3,4,11,new,0
6081,web,informative,Android,0,Sun,0.66,61,12,new,0
6082,app,informative,Android,10,Mon,0.06,77,23,active,0
6083,app,reminder,Android,1,Wed,0.81,12,22,new,1
6084,app,promo,Android,4,Fri,0.47,15,29,inactive,0
6085,web,promo,iOS,23,Sun,0.45,29,22,active,0
6086,app,informative,Android,21,Mon,0.23,87,10,new,0
6087,app,promo,iOS,13,Mon,0.49,13,8,active,1
6088,web,informative,iOS,12,Thu,0.36,38,3,new,0
6089,web,informative,iOS,15,Fri,0.25,58,10,inactive,0
6090,app,promo,iOS,22,Fri,0.17,35,7,new,0
6091,app,informative,Android,14,Tue,0.73,40,17,inactive,0
6092,app,promo,iOS,2,Wed,0.14,76,2,active,0
6093,web,informative,Android,5,Sat,0.17,94,3,inactive,0
6094,web,promo,iOS,8,Wed,0.58,5,24,active,0
6095,web,informative,Android,2,Fri,0.23,2,16,new,0
6096,web,promo,iOS,12,Wed,0.46,30,15,new,0
6097,app,informative,iOS,12,Fri,0.55,99,6,new,1
6098,web,informative,Android,21,Sun,0.27,10,1,new,0
6099,web,informative,Android,6,Mon,0.34,73,4,active,0
6100,web,promo,Android,4,Wed,0.21,81,0,active,0
6101,app,reminder,Android,7,Sun,0.46,38,21,new,0
6102,app,informative,iOS,7,Wed,0.99,59,12,active,1
6103,web,informative,iOS,21,Fri,0.36,94,11,active,0
6104,web,promo,iOS,6,Sun,0.65,35,18,active,1
6105,app,informative,iOS,18,Fri,0.64,71,28,new,0
6106,app,informative,iOS,6,Tue,0.79,12,21,inactive,0
6107,app,informative,Android,22,Wed,0.71,42,7,inactive,1
6108,app,informative,Android,3,Thu,0.01,98,7,active,0
6109,app,reminder,iOS,9,Fri,0.31,49,11,inactive,0
6110,app,reminder,Android,12,Thu,0.87,67,3,inactive,1
6111,app,informative,iOS,3,Mon,0.54,33,6,active,1
6112,app,informative,iOS,18,Mon,0.1,13,27,active,0
6113,web,informative,Android,9,Thu,0.28,75,15,active,0
6114,web,reminder,iOS,6,Sat,0.28,20,21,new,0
6115,web,reminder,Android,4,Mon,0.87,95,17,inactive,1
